"","X1","geo","affgeoid","PubTrans_16","MeanTime_16","UnempRate_16","OnlyHighSchool_16","OnlyBachelors_16","OnlyGraduate_16","VacancyPercent_16","RentalVacancyRate_16","MedianValue_16","RentMedian_16","MedianIncome_16","Median_income","LogUnempRate_16","LogRentalVacancy_16","LogVacancyRate_16","LogGraduate_16","LogBachelors_16","LogPubTrans_16","LogMedianValue_16","QuantPubTrans_16","QuantMeanTime_16","QuantUnempRate_16","QuantOnlyHighSchool_16","QuantOnlyBachelors_16","QuantOnlyGraduate_16","QuantVacancyPercent_16","QuantRentalVacancyRate_16","QuantMedianValue_16","QuantRentMedian_16","QuantMedianIncome_16","TractNumber","Nickname","HigherEd","QuantHigherEd"
"263",263,"Census Tract 107.01, Honolulu County, Hawaii",15003010701,7.7,31,4.4,19.4,33.4,18.9,4.4,6.8,765200,2618,105417,105417,1.481604541,1.916922612,1.481604541,2.939161922,3.5085559,2.041220329,13.54789252,0.627131601,0.537633776,0.434434905,0.257379748,0.862342703,0.750029401,0.325120546,0.710866753,0.61631189,0.765082912,0.696518876,107.01,"Kokokahi",52.3,0.794366197183099
"264",264,"Census Tract 107.02, Honolulu County, Hawaii",15003010702,8.1,32.4,3.5,30.1,21.1,14.4,1e-05,1e-05,684500,3090,80662,80662,1.252762968,-11.51292546,-11.51292546,2.667228207,3.04927304,2.091864062,13.43644392,0.649417853,0.569387275,0.288486417,0.635834411,0.422203928,0.648829825,0.038457015,0.236093144,0.537692579,0.851228978,0.421145478,107.02,"Mokulele Drive",35.5,0.576056338028169
"265",265,"Census Tract 108.01, Honolulu County, Hawaii",15003010801,1e-05,9.3,3.9,17.5,19.3,6.6,5.4,1.4,NA,2646,48909,48909,1.360976553,0.336472237,1.686398954,1.887069649,2.960105096,-11.51292546,NA,0.030342232,0.013407033,0.342761378,0.16799953,0.355051158,0.296013172,0.39068564,0.515582736,NA,0.773609314,0.066447136,108.01,"Mokapu West",25.9,0.33943661971831
"266",266,"Census Tract 108.02, Honolulu County, Hawaii",15003010802,1e-05,10,6.1,18.7,25,9.9,2.6,1e-05,NA,2753,55321,55321,1.808288771,-11.51292546,0.955511445,2.292534757,3.218875825,-11.51292546,NA,0.030342232,0.01717041,0.620486887,0.212572033,0.563918617,0.453016582,0.216511819,0.236093144,NA,0.795719158,0.141126661,108.02,"Mokapu East",34.9,0.56056338028169
"267",267,"Census Tract 109.01, Honolulu County, Hawaii",15003010901,3.7,28.3,2.9,21.2,26,19.7,6.3,1e-05,847400,2837,124406,124406,1.064710737,-11.51292546,1.840549633,2.980618636,3.258096538,1.30833282,13.64992812,0.380336352,0.397859579,0.196636481,0.315712102,0.63601082,0.762201576,0.469598965,0.236093144,0.693990356,0.802187463,0.861813478,109.01,"Kalaheo Hillside",45.7,0.701408450704225
"268",268,"Census Tract 109.03, Honolulu County, Hawaii",15003010903,6,26.8,9.7,27.1,20.8,11.3,0.8,1e-05,721800,1464,71034,71034,2.272125886,-11.51292546,-0.223143551,2.424802726,3.034952987,1.791759469,13.48950337,0.572739033,0.333352934,0.798776902,0.546983418,0.4173821,0.53263554,0.089027402,0.236093144,0.586969305,0.249323768,0.286839939,109.03,"Oneawa Street-Kawainui",32.1,0.487323943661972
"269",269,"Census Tract 109.04, Honolulu County, Hawaii",15003010904,5.5,29.6,2.1,27.5,22.2,16.4,6,6,791200,2130,95804,95804,0.741937345,1.791759469,1.791759469,2.797281335,3.100092289,1.704748092,13.58130606,0.524285546,0.468540515,0.124191462,0.558626367,0.477890156,0.666353052,0.439844761,0.686698812,0.632012231,0.576855228,0.589556627,109.04,"Maluniu Avenue",38.6,0.63943661971831
"270",270,"Census Tract 109.05, Honolulu County, Hawaii",15003010905,8.5,27.9,4.4,29.6,15.9,12.6,3.1,1e-05,746100,1780,88259,88259,1.481604541,-11.51292546,1.131402111,2.533696814,2.766319109,2.140066163,13.52261492,0.6546513,0.373926849,0.434434905,0.622544984,0.215512172,0.612666118,0.240562155,0.236093144,0.610078796,0.432376808,0.477890156,109.05,"Ulupaina Street",28.5,0.404225352112676
"271",271,"Census Tract 110, Honolulu County, Hawaii",15003011000,2.8,28.3,4.3,16.3,26.1,24.8,5,1e-05,890600,2471,137500,137500,1.458615023,-11.51292546,1.609437912,3.210843653,3.261935314,1.029619417,13.69965067,0.229683641,0.397859579,0.410149359,0.144184406,0.645301658,0.850993767,0.363577561,0.236093144,0.735622721,0.72350935,0.87945431,110,"Maunawili",50.9,0.78169014084507
"272",272,"Census Tract 111.03, Honolulu County, Hawaii",15003011103,3,30.5,1.7,20.2,29.3,19.7,2.6,1e-05,795400,2927,114115,114115,0.530628251,-11.51292546,0.955511445,2.980618636,3.377587516,1.098612289,13.58660041,0.277019875,0.520169352,0.087204516,0.284076208,0.738504057,0.762201576,0.216511819,0.236093144,0.637480889,0.817182171,0.764142068,111.03,"Olomana",49,0.76056338028169
"273",273,"Census Tract 111.04, Honolulu County, Hawaii",15003011104,1.6,31.3,5.9,18.6,31.1,17.6,3.9,3.9,835700,3173,112944,112944,1.774952351,1.360976553,1.360976553,2.867898902,3.437207819,0.470003629,13.63602498,0.157238622,0.553510526,0.59767141,0.207044573,0.804833588,0.707985417,0.301540633,0.600435141,0.685699165,0.859520169,0.744619546,111.04,"Enchanted Lakes",48.7,0.752112676056338
"274",274,"Census Tract 111.05, Honolulu County, Hawaii",15003011105,3.4,30.2,4,11.5,35.4,26.5,3.2,4.9,660600,2169,102515,102515,1.386294361,1.589235205,1.16315081,3.277144733,3.56671182,1.223775432,13.40090379,0.340762084,0.510114077,0.353992708,0.038280607,0.898976832,0.882923674,0.24767729,0.634775961,0.506821122,0.609725979,0.677584382,111.05,"Kailua Town",61.9,0.856338028169014
"275",275,"Census Tract 111.06, Honolulu County, Hawaii",15003011106,3.2,30.1,4.3,19.1,29.2,19.7,2.4,1e-05,850800,2569,114603,114603,1.458615023,-11.51292546,0.875468737,2.980618636,3.374168709,1.16315081,13.65393236,0.306068446,0.498706339,0.410149359,0.238680466,0.733623427,0.762201576,0.196518876,0.236093144,0.717393861,0.746324827,0.78878043,111.06,"Keolu",48.9,0.757746478873239
"276",276,"Census Tract 112.01, Honolulu County, Hawaii",15003011201,3.4,27,4.4,8.3,33.7,32,9.4,7.2,1413900,2394,136741,136741,1.481604541,1.974081026,2.240709689,3.465735903,3.517497837,1.223775432,14.1618624,0.340762084,0.346171939,0.434434905,0.016582383,0.865812066,0.916852875,0.60190521,0.72139245,0.815476891,0.686934023,0.872045161,112.01,"Kalaheo Avenue",65.7,0.873239436619718
"277",277,"Census Tract 112.02, Honolulu County, Hawaii",15003011202,0.7,30.4,3.3,13.1,30.1,25.1,15.4,1e-05,1618300,2076,110673,110673,1.193922468,-11.51292546,2.734367509,3.222867846,3.404525172,-0.356674944,14.29688677,0.079618958,0.513289427,0.262671998,0.054510173,0.7775491,0.858990944,0.7923674,0.236093144,0.821415971,0.567740797,0.730742091,112.02,"Lanikai",55.2,0.828169014084507
"278",278,"Census Tract 113, Honolulu County, Hawaii",15003011300,5.4,29.2,3.5,44.5,9.6,4.9,1.3,1e-05,586300,1236,73472,73472,1.252762968,-11.51292546,0.262364264,1.589235205,2.261763098,1.686398954,13.28158688,0.516817594,0.459426085,0.288486417,0.866694108,0.098024227,0.212042808,0.105786193,0.236093144,0.341467717,0.142479125,0.312889568,113,"Waimanalo",14.5,0.0901408450704225
"279",279,"Census Tract 114, Honolulu County, Hawaii",15003011400,1e-05,19.6,10.7,21.2,18,5.1,1e-05,1e-05,NA,2641,50195,50195,2.370243741,-11.51292546,-11.51292546,1.62924054,2.890371758,-11.51292546,NA,0.030342232,0.079089733,0.818887451,0.315712102,0.292896625,0.222333294,0.038457015,0.236093144,NA,0.769140303,0.073385864,114,"Waipio Peninsula",23.1,0.26056338028169
"280",280,"Census Tract 115, Honolulu County, Hawaii",15003011500,4.2,35.6,6.8,28.7,19.3,8.2,2.1,1.7,427800,2110,91667,91667,1.916922612,0.530628251,0.741937345,2.104134154,2.960105096,1.435084525,12.96641108,0.408032459,0.732858991,0.669646007,0.595201694,0.355051158,0.378983888,0.171351288,0.526520052,0.154357286,0.573856286,0.505409855,115,"Kapolei",27.5,0.369014084507042
"281",281,"Census Tract 9400.01, Honolulu County, Hawaii",15003940001,7.8,36.3,9.4,46.7,10.3,6.1,8.2,5.8,467100,717,76786,76786,2.240709689,1.757857918,2.104134154,1.808288771,2.332143895,2.054123734,13.05429865,0.636775256,0.752499118,0.788368811,0.88198283,0.116253087,0.277725509,0.554804187,0.667176291,0.178701635,0.009702458,0.361343055,9400.01,"Waimanalo Beach-Homesteads",16.4,0.123943661971831
"282",282,"Census Tract 9400.02, Honolulu County, Hawaii",15003940002,12.5,40.2,13.9,53.7,5.1,1.8,5.8,5.3,258800,1310,59674,59674,2.63188884,1.667706821,1.757857918,0.587786665,1.62924054,2.525728644,12.46381084,0.77901917,0.836998706,0.858285311,0.919440198,0.036692932,0.065623897,0.415324003,0.652828414,0.032694343,0.184287898,0.166588263,9400.02,"Nanakuli",6.9,0.0169014084507042
"283",283,"Census Tract 9800, Honolulu County, Hawaii",15003980000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9800,"Hanauma Bay",NA,NA
"284",283,"Census Tract 9800, Honolulu County, Hawaii",15003980000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9800,"Kaho‰Ûªolawe",NA,NA
"285",284,"Census Tract 9802, Honolulu County, Hawaii",15003980200,NA,NA,NA,51.7,4.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.993251773,1.547562509,NA,NA,NA,NA,NA,0.914030342,0.031283077,0.115959073,NA,NA,NA,NA,NA,9802,"Honolulu International Airport",7.4,0.0197183098591549
"286",285,"Census Tract 9803, Honolulu County, Hawaii",15003980300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9803,"Campbell Industrial Park",NA,NA
"287",286,"Census Tract 9806, Honolulu County, Hawaii",15003980600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9806,"Schofield Forest Reserve",NA,NA
"288",287,"Census Tract 9807, Honolulu County, Hawaii",15003980700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9807,"Schofield Barracks East Range",NA,NA
"289",288,"Census Tract 9808, Honolulu County, Hawaii",15003980800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9808,"oomaluhia Botanical Garden",NA,NA
"290",289,"Census Tract 9810, Honolulu County, Hawaii",15003981000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9810,"Kawainui Marsh",NA,NA
"291",290,"Census Tract 9811, Honolulu County, Hawaii",15003981100,1e-05,5.2,NA,0,91.7,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.51292546,4.518522379,-11.51292546,NA,0.030342232,0.002234505,NA,0.004174997,0.933317653,0.006409503,NA,NA,NA,NA,NA,9811,"Bellows Air Force Base",91.70001,0.895774647887324
"292",291,"Census Tract 9812, Honolulu County, Hawaii",15003981200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9812,"Northwestern Hawaiian Islands",NA,NA
"293",292,"Census Tract 9813, Honolulu County, Hawaii",15003981300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9813,"Mapunapuna Industrial",NA,NA
"294",293,"Census Tract 9814, Honolulu County, Hawaii",15003981400,1e-05,NA,1e-05,0,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,-11.51292546,NA,-11.51292546,-11.51292546,-11.51292546,-11.51292546,NA,0.030342232,NA,0.018699283,0.004174997,0.002587322,0.006409503,0.038457015,NA,NA,NA,NA,9814,"Nimitz-Airport Commercial",2e-05,0.0028169014084507
"295",294,"Census Tract 9900.01, Honolulu County, Hawaii",15003990001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9900.01,NA,NA,NA
"296",295,"Census Tract 319, Kalawao County, Hawaii",15005031900,1e-05,5.4,1e-05,36.9,10.7,19,43.9,8.3,NA,960,65625,NA,-11.51292546,2.116255515,3.78191432,2.944438979,2.370243741,-11.51292546,NA,0.030342232,0.004469011,0.018699283,0.784311419,0.128307656,0.751617076,0.911090203,0.752205104,NA,0.03304716,0.213336469,319,"Spreckelsville",29.7,0.438028169014085
"297",295,"Census Tract 319, Kalawao County, Hawaii",15005031900,1e-05,5.4,1e-05,36.9,10.7,19,43.9,8.3,NA,960,65625,NA,-11.51292546,2.116255515,3.78191432,2.944438979,2.370243741,-11.51292546,NA,0.030342232,0.004469011,0.018699283,0.784311419,0.128307656,0.751617076,0.911090203,0.752205104,NA,0.03304716,0.213336469,319,"Kalawao",29.7,0.438028169014085
"298",296,"Census Tract 9900, Kalawao County, Hawaii",15005990000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9900,NA,NA,NA
"299",297,"Census Tract 401.03, Kauai County, Hawaii",15007040103,0.5,17.9,3.1,20.3,27.2,15,52,62.2,732400,1676,66833,NA,1.131402111,4.130355,3.951243719,2.708050201,3.303216973,-0.693147181,13.50408209,0.068740445,0.054980595,0.225743855,0.286604728,0.682229801,0.65847348,0.914912384,0.91461837,0.601317182,0.393096554,0.250499824,401.03,"Princeville-Kilauea",42.2,0.67887323943662
"300",298,"Census Tract 401.04, Kauai County, Hawaii",15007040104,1e-05,23.4,6.4,22.6,29.9,10.6,69.4,82,863200,1458,33500,NA,1.85629799,4.406719247,4.239886868,2.360854001,3.39785848,-11.51292546,13.66840169,0.030342232,0.236151946,0.652240386,0.346230742,0.776549453,0.495413384,0.918969775,0.917911325,0.725861461,0.246266024,0.009408444,401.04,"Ha‰Ûªena-Hanalei",40.5,0.673239436619718
"301",299,"Census Tract 402.04, Kauai County, Hawaii",15007040204,1e-05,27.9,6,26.1,23.1,9.8,5.7,1e-05,579900,1479,69896,NA,1.791759469,-11.51292546,1.740466175,2.282382386,3.139832618,-11.51292546,13.27061095,0.030342232,0.373926849,0.608197107,0.470716218,0.493531695,0.448135952,0.400917323,0.236093144,0.329530754,0.2733153,0.285311067,402.04,"Wailua Houselots",32.9,0.509859154929577
"302",300,"Census Tract 402.05, Kauai County, Hawaii",15007040205,0.6,22.7,7.4,27.1,21.2,10.6,29.1,15.9,474500,1465,60542,NA,2.00148,2.766319109,3.370738174,2.360854001,3.054001182,-0.510825624,13.0700169,0.074326708,0.217864283,0.701046689,0.546983418,0.427378572,0.495413384,0.875338116,0.893802187,0.211454781,0.251793485,0.182759026,402.05,"Wailua Homesteads",31.8,0.476056338028169
"303",301,"Census Tract 403, Kauai County, Hawaii",15007040300,0.9,27.5,6,32.3,16.6,6.9,23,13.3,438300,1289,69429,NA,1.791759469,2.587764035,3.135494216,1.931521412,2.809402695,-0.105360516,12.99065889,0.084734799,0.352287428,0.608197107,0.686051982,0.241561802,0.314418441,0.849935317,0.881100788,0.164530166,0.179466071,0.283076561,403,"Kapa‰Ûªa",23.5,0.280281690140845
"304",302,"Census Tract 404, Kauai County, Hawaii",15007040400,0.2,19.6,3.3,40,12,4.1,13.3,11,418600,1176,69205,NA,1.193922468,2.397895273,2.587764035,1.410986974,2.48490665,-1.609437912,12.94467109,0.063801011,0.079089733,0.262671998,0.826178996,0.146301305,0.170116429,0.740562155,0.856580031,0.1440668,0.097200988,0.282958956,404,"Puhi-Hanama‰Ûªulu",16.1,0.11830985915493
"305",303,"Census Tract 405, Kauai County, Hawaii",15007040500,0.5,16.7,4.2,39.1,13,14.3,11.3,1e-05,519300,1266,61350,NA,1.435084525,-11.51292546,2.424802726,2.660259537,2.564949357,-0.693147181,13.16023703,0.068740445,0.05062919,0.380218746,0.813712807,0.170645654,0.647183347,0.689580148,0.236093144,0.268140656,0.16441256,0.186640009,405,"Lihu‰Ûªe",27.3,0.366197183098592
"306",304,"Census Tract 406.03, Kauai County, Hawaii",15007040603,0.2,16.2,5.3,30,22.8,10.6,50.3,5.2,651200,1218,65104,NA,1.667706821,1.648658626,3.918005077,2.360854001,3.126760536,-1.609437912,13.38657209,0.063801011,0.050393979,0.530224627,0.629189698,0.491003175,0.495413384,0.91461837,0.646477714,0.499705986,0.13454075,0.211101964,406.03,"Koloa-Po‰Ûªipu",33.4,0.523943661971831
"307",305,"Census Tract 406.04, Kauai County, Hawaii",15007040604,0.5,21.1,7.5,24.5,23.1,7.6,26.7,8.1,588400,1263,61691,NA,2.014903021,2.091864062,3.284663565,2.028148247,3.139832618,-0.693147181,13.28516227,0.068740445,0.11948724,0.712101611,0.425379278,0.493531695,0.338821592,0.870986711,0.751969893,0.351522992,0.164294955,0.194166765,406.04,"Omao-Kukui‰Ûªula",30.7,0.453521126760563
"308",306,"Census Tract 407, Kauai County, Hawaii",15007040700,2.1,24.2,3.5,24.8,22.2,12.2,12.1,1.5,534500,1320,81241,NA,1.252762968,0.405465108,2.493205453,2.501435952,3.100092289,0.741937345,13.18908701,0.198165353,0.261554745,0.288486417,0.428672233,0.477890156,0.57944255,0.711101964,0.518405269,0.282488533,0.187580854,0.427378572,407,"Eleele-Kalaheo",34.4,0.543661971830986
"309",307,"Census Tract 408, Kauai County, Hawaii",15007040800,1.7,22.9,4.7,36.5,15.8,4.5,11.3,1e-05,393800,793,72321,NA,1.547562509,-11.51292546,2.424802726,1.504077397,2.76000994,0.530628251,12.88359845,0.171174879,0.222803716,0.46801129,0.777372692,0.214865342,0.188462895,0.689580148,0.236093144,0.125955545,0.022697871,0.300246972,408,"Kaumakani-Hanapepe",20.3,0.195774647887324
"310",308,"Census Tract 409, Kauai County, Hawaii",15007040900,0.7,25.8,7.1,31.2,15.4,6.3,27.7,8.9,383200,1145,60000,NA,1.960094784,2.186051277,3.321432413,1.840549633,2.734367509,-0.356674944,12.85631233,0.079618958,0.302599083,0.685463954,0.645184053,0.201869928,0.287133953,0.871221922,0.772609667,0.115959073,0.08220628,0.173703399,409,"Kekaha-Waimea",21.7,0.236619718309859
"311",309,"Census Tract 412, Kauai County, Hawaii",15007041200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,"Ni‰Ûªihau-Kaula",NA,NA
"312",310,"Census Tract 9400, Kauai County, Hawaii",15007940000,2.8,27.9,8.3,38.3,16.6,9.7,22.1,26.1,585900,882,56184,NA,2.116255515,3.261935314,3.095577609,2.272125886,2.809402695,1.029619417,13.28090441,0.229683641,0.373926849,0.727978361,0.806480066,0.241561802,0.444372574,0.833764554,0.906856404,0.336116665,0.028107727,0.146066094,9400,"Anahola",26.3,0.349295774647887
"313",311,"Census Tract 9901, Kauai County, Hawaii",15007990100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9901,NA,NA,NA
"314",312,"Census Tract 9902, Kauai County, Hawaii",15007990200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9902,NA,NA,NA
"315",313,"Census Tract 9903, Kauai County, Hawaii",15007990300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9903,NA,NA,NA
"316",314,"Census Tract 301, Maui County, Hawaii",15009030100,1e-05,15.7,8.5,43.4,16.3,7.8,36.3,24.3,432900,850,44700,NA,2.140066163,3.19047635,3.591817741,2.054123734,2.791165108,-11.51292546,12.97826203,0.030342232,0.050041162,0.737033988,0.863224744,0.230800894,0.368458191,0.90615077,0.906621193,0.158297072,0.027637304,0.037868987,301,"Hana",24.1,0.290140845070423
"317",315,"Census Tract 302.01, Maui County, Hawaii",15009030201,1.1,29.1,4.7,30.7,15.5,8.7,12.2,1.7,629400,1366,43682,NA,1.547562509,0.530628251,2.501435952,2.163323026,2.740840024,0.09531018,13.35252226,0.092849583,0.453134188,0.46801129,0.642949547,0.203516406,0.411678231,0.71227802,0.526520052,0.459014465,0.199811831,0.037633776,302.01,"Huelo",24.2,0.292957746478873
"318",316,"Census Tract 302.02, Maui County, Hawaii",15009030202,1e-05,25.2,4.8,25.1,22.9,14.1,13.5,4.2,741600,1372,80453,NA,1.568615918,1.435084525,2.602689685,2.646174797,3.131136911,-11.51292546,13.51656529,0.030342232,0.294131483,0.480359873,0.449253205,0.491120781,0.641126661,0.744678349,0.615312243,0.601434788,0.21121957,0.419499,302.02,"Ha‰Ûªiku",37,0.605633802816901
"319",317,"Census Tract 303.01, Maui County, Hawaii",15009030301,1.8,29.5,3.9,26.3,24.3,11.2,6.9,1.6,703300,1275,70098,NA,1.360976553,0.470003629,1.931521412,2.415913778,3.19047635,0.587786665,13.46353882,0.183699871,0.46524756,0.342761378,0.484182053,0.553098906,0.522639069,0.492061625,0.520639774,0.573209455,0.168881571,0.285546278,303.01,"Kula",35.5,0.576056338028169
"320",318,"Census Tract 303.03, Maui County, Hawaii",15009030303,1.4,24,4.3,16.9,28,20.1,56.8,62.4,1061100,1768,77662,NA,1.458615023,4.133565275,4.039536326,3.000719815,3.33220451,0.336472237,13.87481666,0.116488298,0.252793132,0.410149359,0.152416794,0.695989651,0.787604375,0.918616959,0.914735976,0.802069858,0.431847583,0.378219452,303.03,"Wailea",48.1,0.743661971830986
"321",319,"Census Tract 304.02, Maui County, Hawaii",15009030402,2.3,26.4,4.5,28.1,15.9,10.1,7.7,2.4,611900,1244,80281,NA,1.504077397,0.875468737,2.041220329,2.312535424,2.766319109,0.832909123,13.32432415,0.200987887,0.307068094,0.45295778,0.56821122,0.215512172,0.463248265,0.536104904,0.542396801,0.417029284,0.157944255,0.419381395,304.02,"Pukalani",26,0.345070422535211
"322",320,"Census Tract 304.03, Maui County, Hawaii",15009030403,0.1,28.2,10.6,25.7,17.8,7.9,9,1.8,573700,1138,70179,NA,2.360854001,0.587786665,2.197224577,2.066862759,2.879198457,-2.302585093,13.25986189,0.060684464,0.380453957,0.810655063,0.462542632,0.284781842,0.37457368,0.594143244,0.531106668,0.31800541,0.082088675,0.285663883,304.03,"Makawao",25.7,0.329577464788732
"323",321,"Census Tract 304.04, Maui County, Hawaii",15009030404,0.5,24.7,6.4,29.1,16.4,8.7,12,2.7,540300,1370,56111,NA,1.85629799,0.993251773,2.48490665,2.163323026,2.797281335,-0.693147181,13.19987982,0.068740445,0.275373398,0.652240386,0.60190521,0.232094555,0.411678231,0.709984711,0.546865812,0.282723745,0.20657415,0.145948489,304.04,"Hali‰Ûªimaile",25.1,0.31830985915493
"324",322,"Census Tract 305.01, Maui County, Hawaii",15009030501,0.9,22.9,2.6,36.1,20.7,9,25.2,24.9,572900,2089,72083,NA,0.955511445,3.214867803,3.226843995,2.197224577,3.0301337,-0.105360516,13.25846646,0.084734799,0.222803716,0.154592497,0.777255086,0.415147595,0.421439492,0.854992356,0.906738798,0.308185346,0.568740445,0.300011761,305.01,"Pa‰Ûªia",29.7,0.438028169014085
"325",323,"Census Tract 307.05, Maui County, Hawaii",15009030705,1e-05,19.2,7.7,34.7,14.3,3.3,17.2,7.8,424200,1097,85938,NA,2.041220329,2.054123734,2.844909384,1.193922468,2.660259537,-11.51292546,12.95796032,0.030342232,0.073150653,0.71674703,0.755733271,0.193578737,0.136775256,0.806832883,0.739150888,0.152063977,0.076796425,0.457250382,307.05,"Kihei Mauka",17.6,0.149295774647887
"326",324,"Census Tract 307.06, Maui County, Hawaii",15009030706,3.9,21.6,6.3,29.5,20.5,5.4,21.3,14,390500,1382,61574,NA,1.840549633,2.63905733,3.058707073,1.686398954,3.020424886,1.360976553,12.87518325,0.38792191,0.134717159,0.646948136,0.622015759,0.412383865,0.228978008,0.832941315,0.881394802,0.12583794,0.211337175,0.194049159,307.06,"Kealia",25.9,0.33943661971831
"327",325,"Census Tract 307.07, Maui County, Hawaii",15009030707,2.7,23,8.2,31.7,16.7,8,25.3,27.6,467000,1599,72163,NA,2.104134154,3.317815773,3.230804396,2.079441542,2.815408719,0.993251773,13.05408454,0.22203928,0.226331883,0.725861461,0.657767847,0.244795954,0.375749735,0.855109961,0.908150065,0.173703399,0.331882865,0.300129366,307.07,"Waipuilani",24.7,0.315492957746479
"328",326,"Census Tract 307.08, Maui County, Hawaii",15009030708,2,20.7,3.2,28,15.1,7.7,26.2,15.4,599900,1196,62404,NA,1.16315081,2.734367509,3.265759411,2.041220329,2.714694744,0.693147181,13.30451825,0.195519229,0.106668235,0.245266377,0.568034811,0.199694226,0.351170175,0.869575444,0.893684582,0.38962719,0.124661884,0.19745972,307.08,"Halama",22.8,0.247887323943662
"329",327,"Census Tract 307.09, Maui County, Hawaii",15009030709,0.7,17.7,6.7,20.8,26.1,12.1,56.5,58.2,500900,1410,51788,NA,1.902107526,4.063885355,4.034240638,2.493205453,3.261935314,-0.356674944,13.12416176,0.079618958,0.053275315,0.659414324,0.296248383,0.645301658,0.5762672,0.918381748,0.914383159,0.248500529,0.221216041,0.088792191,307.09,"Kamaole",38.2,0.636619718309859
"330",328,"Census Tract 307.10, Maui County, Hawaii",15009030710,3.1,17.9,6,16.5,27.8,9.7,60.9,74.8,576000,2033,60547,NA,1.791759469,4.314817885,4.109233175,2.272125886,3.325036021,1.131402111,13.26386294,0.29130895,0.054980595,0.608197107,0.149711866,0.690932612,0.444372574,0.91885217,0.91779372,0.325296954,0.555333412,0.182876632,307.1,"Keawakapu",37.5,0.619718309859155
"331",329,"Census Tract 308, Maui County, Hawaii",15009030800,0.3,21.8,6.1,32.7,17.2,9.5,6.1,1e-05,489200,1485,92500,NA,1.808288771,-11.51292546,1.808288771,2.251291799,2.844909384,-1.203972804,13.10052668,0.066976361,0.137598495,0.620486887,0.69046219,0.247442079,0.442549688,0.453251793,0.236093144,0.233447019,0.279077972,0.533105963,308,"Waihee-Waikapu",26.7,0.357746478873239
"332",330,"Census Tract 309.01, Maui County, Hawaii",15009030901,0.2,16.2,19.5,29.3,12.8,2.2,8.1,1.5,402200,818,35610,NA,2.970414466,0.405465108,2.091864062,0.78845736,2.549445171,-1.609437912,12.90470476,0.063801011,0.050393979,0.915912031,0.612724921,0.16270728,0.091791133,0.549805951,0.518405269,0.129366106,0.02669646,0.00952605,309.01,"West Central Wailuku",15,0.107042253521127
